split,formula,reaction,endpoint,n_atoms,dft_energy_eV,mace_energy_eV,endpoint_energy_error_eV
train,C5H8N2,rxn6697,reactant,15,-8292.397451626477,-8300.663576341822,-8.266124715345
train,C5H8N2,rxn6697,transition_state,15,-8288.643481546593,-8296.653627727030,-8.010146180437
train,C5H8N2,rxn6697,product,15,-8288.902046521074,-8297.541934415451,-8.639887894376
train,C5H8N2,rxn6698,reactant,15,-8292.397451629144,-8300.663576347244,-8.266124718100
train,C5H8N2,rxn6698,transition_state,15,-8288.042357010050,-8295.608410497469,-7.566053487419
train,C5H8N2,rxn6698,product,15,-8289.907923584093,-8297.854624259509,-7.946700675417
train,C5H8N2,rxn6699,reactant,15,-8292.397451629144,-8300.663576347244,-8.266124718100
train,C5H8N2,rxn6699,transition_state,15,-8288.531978761750,-8296.239266491637,-7.707287729887
train,C5H8N2,rxn6699,product,15,-8289.227449395894,-8297.289344764622,-8.061895368728
train,C5H8N2,rxn6700,reactant,15,-8292.397451626477,-8300.663576341822,-8.266124715345
train,C5H8N2,rxn6700,transition_state,15,-8286.811155490434,-8295.768335746661,-8.957180256228
train,C5H8N2,rxn6700,product,15,-8287.582045885116,-8296.595067971541,-9.013022086425
train,C5H8N2,rxn6701,reactant,15,-8292.397451626477,-8300.663576341822,-8.266124715345
train,C5H8N2,rxn6701,transition_state,15,-8289.190201161755,-8296.842049793991,-7.651848632237
train,C5H8N2,rxn6701,product,15,-8289.641903436412,-8297.380433141119,-7.738529704708
train,C5H8N2,rxn6702,reactant,15,-8292.397451629144,-8300.663576347244,-8.266124718100
train,C5H8N2,rxn6702,transition_state,15,-8288.039532380995,-8296.068515677211,-8.028983296215
train,C5H8N2,rxn6702,product,15,-8290.310113728634,-8298.442271336489,-8.132157607855
train,C5H8N2,rxn6713,reactant,15,-8292.546518838035,-8300.743984437306,-8.197465599271
train,C5H8N2,rxn6713,transition_state,15,-8287.594490238405,-8295.200420857354,-7.605930618949
train,C5H8N2,rxn6713,product,15,-8291.105408369371,-8299.078372877086,-7.972964507715
train,C5H8N2,rxn6714,reactant,15,-8292.546518838035,-8300.743984437306,-8.197465599271
train,C5H8N2,rxn6714,transition_state,15,-8288.447509902138,-8296.490991640039,-8.043481737901
train,C5H8N2,rxn6714,product,15,-8288.980605863060,-8297.296143615875,-8.315537752815
train,C5H8N2,rxn6715,reactant,15,-8292.546518840729,-8300.743984435345,-8.197465594616
train,C5H8N2,rxn6715,transition_state,15,-8287.881801007174,-8296.306715201143,-8.424914193969
train,C5H8N2,rxn6715,product,15,-8290.799145022074,-8299.053672704551,-8.254527682477
train,C5H8N2,rxn6716,reactant,15,-8292.546518838035,-8300.743984437306,-8.197465599271
train,C5H8N2,rxn6716,transition_state,15,-8289.396493243825,-8296.834364170443,-7.437870926618
train,C5H8N2,rxn6716,product,15,-8290.198456081373,-8297.916385248989,-7.717929167617
train,C5H8N2,rxn6717,reactant,15,-8292.546518840729,-8300.743984435345,-8.197465594616
train,C5H8N2,rxn6717,transition_state,15,-8288.813194362556,-8296.665325797389,-7.852131434833
train,C5H8N2,rxn6717,product,15,-8292.340489234954,-8300.458834854700,-8.118345619747
train,C5H8N2,rxn6718,reactant,15,-8292.546518838035,-8300.743984437306,-8.197465599271
train,C5H8N2,rxn6718,transition_state,15,-8287.651502963998,-8295.304549222246,-7.653046258249
train,C5H8N2,rxn6718,product,15,-8290.081594086299,-8298.097682449234,-8.016088362934
train,C5H8N2,rxn6719,reactant,15,-8292.546518838035,-8300.743984437306,-8.197465599271
train,C5H8N2,rxn6719,transition_state,15,-8288.527903394999,-8296.454237062415,-7.926333667416
train,C5H8N2,rxn6719,product,15,-8290.232240386100,-8298.222374576701,-7.990134190601
train,C5H8N2,rxn6720,reactant,15,-8292.546518838035,-8300.743984437306,-8.197465599271
train,C5H8N2,rxn6720,transition_state,15,-8288.891526807951,-8297.089837171909,-8.198310363958
train,C5H8N2,rxn6720,product,15,-8289.263111606317,-8297.948346835481,-8.685235229164
train,C5H8N2,rxn6721,reactant,15,-8292.546518838035,-8300.743984437304,-8.197465599269
train,C5H8N2,rxn6721,transition_state,15,-8289.236787919326,-8296.594320689164,-7.357532769838
train,C5H8N2,rxn6721,product,15,-8289.596300640927,-8297.362899157437,-7.766598516509
train,C5H8N2,rxn6722,reactant,15,-8292.546518840729,-8300.743984435345,-8.197465594616
train,C5H8N2,rxn6722,transition_state,15,-8288.842289606659,-8297.021016633667,-8.178727027009
train,C5H8N2,rxn6722,product,15,-8289.557245651329,-8298.549091673438,-8.991846022109
train,C5H8N2,rxn6723,reactant,15,-8292.546518838035,-8300.743984437306,-8.197465599271
train,C5H8N2,rxn6723,transition_state,15,-8287.674365095174,-8295.989970633633,-8.315605538459
train,C5H8N2,rxn6723,product,15,-8290.143051099052,-8298.379085588640,-8.236034489588
train,C5H8N2,rxn6724,reactant,15,-8292.546518840729,-8300.743984435345,-8.197465594616
train,C5H8N2,rxn6724,transition_state,15,-8288.306863610183,-8296.306923856057,-8.000060245873
train,C5H8N2,rxn6724,product,15,-8288.499424671052,-8296.984242266610,-8.484817595558
train,C5H8N2,rxn6725,reactant,15,-8292.546518838035,-8300.743984437306,-8.197465599271
train,C5H8N2,rxn6725,transition_state,15,-8288.202936625716,-8295.815562792255,-7.612626166539
train,C5H8N2,rxn6725,product,15,-8292.321514860761,-8300.341758397704,-8.020243536943
train,C5H8N2,rxn6726,reactant,15,-8292.546518838035,-8300.743984437306,-8.197465599271
train,C5H8N2,rxn6726,transition_state,15,-8288.813223071847,-8296.671920172865,-7.858697101017
train,C5H8N2,rxn6726,product,15,-8291.220560472919,-8299.407460143151,-8.186899670232
train,C5H8N2,rxn6727,reactant,15,-8292.546518838035,-8300.743984437306,-8.197465599271
train,C5H8N2,rxn6727,transition_state,15,-8287.757370905038,-8296.237054299538,-8.479683394500
train,C5H8N2,rxn6727,product,15,-8289.998942912716,-8298.097116784544,-8.098173871827
train,C5H8N2,rxn6728,reactant,15,-8292.546518838035,-8300.743984437306,-8.197465599271
train,C5H8N2,rxn6728,transition_state,15,-8288.894372808310,-8296.062030278654,-7.167657470343
train,C5H8N2,rxn6728,product,15,-8289.485379792284,-8296.739625420849,-7.254245628565
train,C5H8N2,rxn6729,reactant,15,-8292.546518838035,-8300.743984437306,-8.197465599271
train,C5H8N2,rxn6729,transition_state,15,-8288.489681124043,-8295.907931392388,-7.418250268345
train,C5H8N2,rxn6729,product,15,-8290.933103155217,-8299.454059744758,-8.520956589540
train,C5H8N2,rxn6730,reactant,15,-8292.546518838035,-8300.743984437306,-8.197465599271
train,C5H8N2,rxn6730,transition_state,15,-8286.779718812390,-8295.552142054783,-8.772423242393
train,C5H8N2,rxn6730,product,15,-8287.631024546947,-8296.349706164165,-8.718681617218
train,C5H8N2,rxn6818,reactant,15,-8291.660278495667,-8299.811305928075,-8.151027432408
train,C5H8N2,rxn6818,transition_state,15,-8287.089030683317,-8294.870018074551,-7.780987391234
train,C5H8N2,rxn6818,product,15,-8289.979909594089,-8296.912171732192,-6.932262138103
train,C5H8N2,rxn6819,reactant,15,-8291.660278495667,-8299.811305928075,-8.151027432408
train,C5H8N2,rxn6819,transition_state,15,-8286.393932715853,-8294.574392033715,-8.180459317862
train,C5H8N2,rxn6819,product,15,-8289.936898501188,-8298.159248791198,-8.222350290011
train,C5H8N2,rxn6820,reactant,15,-8291.660278497437,-8299.811305929743,-8.151027432306
train,C5H8N2,rxn6820,transition_state,15,-8287.676939789171,-8295.680599131063,-8.003659341892
train,C5H8N2,rxn6820,product,15,-8290.217944566431,-8298.587591028061,-8.369646461630
train,C5H8N2,rxn6821,reactant,15,-8291.660278497437,-8299.811305929745,-8.151027432308
train,C5H8N2,rxn6821,transition_state,15,-8286.973937176657,-8295.286958154973,-8.313020978316
train,C5H8N2,rxn6821,product,15,-8290.907138857165,-8299.079174874774,-8.172036017610
train,C5H8N2,rxn6822,reactant,15,-8291.660278495667,-8299.811305928075,-8.151027432408
train,C5H8N2,rxn6822,transition_state,15,-8286.402221438460,-8293.938854280890,-7.536632842430
train,C5H8N2,rxn6822,product,15,-8287.828062551986,-8296.313537910455,-8.485475358470
train,C5H8N2,rxn6823,reactant,15,-8291.660278495667,-8299.811305928075,-8.151027432408
train,C5H8N2,rxn6823,transition_state,15,-8286.864887139647,-8294.576594251012,-7.711707111364
train,C5H8N2,rxn6823,product,15,-8289.775860443357,-8297.881175455113,-8.105315011757
train,C5H8N2,rxn6824,reactant,15,-8291.660278497437,-8299.811305929745,-8.151027432308
train,C5H8N2,rxn6824,transition_state,15,-8288.375071516020,-8295.954014072442,-7.578942556422
train,C5H8N2,rxn6824,product,15,-8289.098870957960,-8296.554856858587,-7.455985900628
train,C5H8N2,rxn6825,reactant,15,-8291.660278497437,-8299.811305929745,-8.151027432308
train,C5H8N2,rxn6825,transition_state,15,-8287.532330509106,-8295.649580171972,-8.117249662866
train,C5H8N2,rxn6825,product,15,-8291.985803404790,-8300.316516180677,-8.330712775887
train,C5H8N2,rxn6826,reactant,15,-8291.660278497437,-8299.811305929745,-8.151027432308
train,C5H8N2,rxn6826,transition_state,15,-8287.515685539707,-8296.544168762295,-9.028483222588
train,C5H8N2,rxn6826,product,15,-8290.656751545908,-8298.688137625328,-8.031386079419
train,C5H8N2,rxn6827,reactant,15,-8291.660278497437,-8299.811305929745,-8.151027432308
train,C5H8N2,rxn6827,transition_state,15,-8287.850835607995,-8295.920513008135,-8.069677400141
train,C5H8N2,rxn6827,product,15,-8291.840448285695,-8300.136674626176,-8.296226340481
train,C5H8N2,rxn6828,reactant,15,-8291.660278495667,-8299.811305928075,-8.151027432408
train,C5H8N2,rxn6828,transition_state,15,-8289.382015230540,-8296.282670322133,-6.900655091593
train,C5H8N2,rxn6828,product,15,-8290.894227832116,-8299.130842554012,-8.236614721896
train,C5H8N2,rxn6829,reactant,15,-8291.660278495667,-8299.811305928075,-8.151027432408
train,C5H8N2,rxn6829,transition_state,15,-8288.460149007453,-8296.165063903092,-7.704914895639
train,C5H8N2,rxn6829,product,15,-8288.578325739010,-8295.754595922361,-7.176270183350
train,C5H8N2,rxn6838,reactant,15,-8292.689047664426,-8300.563075720811,-7.874028056385
train,C5H8N2,rxn6838,transition_state,15,-8288.473674875238,-8297.102985819170,-8.629310943932
train,C5H8N2,rxn6838,product,15,-8290.772692955275,-8298.849799678332,-8.077106723056
train,C5H8N2,rxn6839,reactant,15,-8292.689047664426,-8300.563075720811,-7.874028056385
train,C5H8N2,rxn6839,transition_state,15,-8286.872961552672,-8295.257300594596,-8.384339041924
train,C5H8N2,rxn6839,product,15,-8288.058660005498,-8296.376779162809,-8.318119157311
train,C5H8N2,rxn6840,reactant,15,-8292.689047664426,-8300.563075720811,-7.874028056385
train,C5H8N2,rxn6840,transition_state,15,-8285.241817560183,-8293.659955286521,-8.418137726338
train,C5H8N2,rxn6840,product,15,-8287.593525630307,-8296.524954726003,-8.931429095695
train,C5H8N2,rxn6841,reactant,15,-8292.689047627691,-8300.563075718217,-7.874028090526
train,C5H8N2,rxn6841,transition_state,15,-8288.863680724973,-8296.940001128360,-8.076320403386
train,C5H8N2,rxn6841,product,15,-8288.993795502251,-8297.242928175800,-8.249132673549
train,C5H8N2,rxn6842,reactant,15,-8292.689047627691,-8300.563075718217,-7.874028090526
train,C5H8N2,rxn6842,transition_state,15,-8288.696754733393,-8296.241827947017,-7.545073213623
train,C5H8N2,rxn6842,product,15,-8289.475767187174,-8297.255902968376,-7.780135781202
train,C5H8N2,rxn6843,reactant,15,-8292.689047627691,-8300.563075718215,-7.874028090524
train,C5H8N2,rxn6843,transition_state,15,-8287.883826905258,-8295.342663228015,-7.458836322758
train,C5H8N2,rxn6843,product,15,-8288.145728176922,-8296.753566560470,-8.607838383548
train,C5H8N2,rxn6844,reactant,15,-8292.689047664426,-8300.563075720811,-7.874028056385
train,C5H8N2,rxn6844,transition_state,15,-8288.390684345166,-8296.156259694573,-7.765575349407
train,C5H8N2,rxn6844,product,15,-8290.915972302766,-8298.994754080795,-8.078781778029
train,C5H8N2,rxn6845,reactant,15,-8292.689047664426,-8300.563075720811,-7.874028056385
train,C5H8N2,rxn6845,transition_state,15,-8287.893449402060,-8295.737220083642,-7.843770681582
train,C5H8N2,rxn6845,product,15,-8290.525628526775,-8298.317168551468,-7.791540024693
train,C5H8N2,rxn6846,reactant,15,-8292.689047664426,-8300.563075720811,-7.874028056385
train,C5H8N2,rxn6846,transition_state,15,-8288.658687229592,-8296.218504849501,-7.559817619909
train,C5H8N2,rxn6846,product,15,-8290.934654229774,-8299.091003202404,-8.156348972630
train,C5H8N2,rxn6847,reactant,15,-8292.689047664426,-8300.563075720811,-7.874028056385
train,C5H8N2,rxn6847,transition_state,15,-8287.639419870513,-8295.143930295017,-7.504510424504
train,C5H8N2,rxn6847,product,15,-8290.148577766930,-8297.930524887584,-7.781947120655
train,C5H8N2,rxn6848,reactant,15,-8292.689047627691,-8300.563075718217,-7.874028090526
train,C5H8N2,rxn6848,transition_state,15,-8287.700860533250,-8295.105096588635,-7.404236055385
train,C5H8N2,rxn6848,product,15,-8290.011651215415,-8297.982806221102,-7.971155005687
train,C5H8N2,rxn6849,reactant,15,-8292.689047627691,-8300.563075718217,-7.874028090526
train,C5H8N2,rxn6849,transition_state,15,-8286.341096873470,-8295.067719322544,-8.726622449074
train,C5H8N2,rxn6849,product,15,-8287.453755674318,-8296.221690687124,-8.767935012806
train,C5H8N2,rxn6850,reactant,15,-8292.689047627691,-8300.563075718217,-7.874028090526
train,C5H8N2,rxn6850,transition_state,15,-8289.370963382678,-8296.339549719152,-6.968586336474
train,C5H8N2,rxn6850,product,15,-8289.861877955629,-8297.858425270369,-7.996547314740
train,C5H8N2,rxn6851,reactant,15,-8292.689047664426,-8300.563075720811,-7.874028056385
train,C5H8N2,rxn6851,transition_state,15,-8289.702306521271,-8296.502595072734,-6.800288551463
train,C5H8N2,rxn6851,product,15,-8291.678553902744,-8299.595581277379,-7.917027374635
train,C5H8N2,rxn7027,reactant,15,-8292.604136094556,-8300.463891502162,-7.859755407606
train,C5H8N2,rxn7027,transition_state,15,-8288.859270397295,-8295.590495933822,-6.731225536527
train,C5H8N2,rxn7027,product,15,-8290.226748950330,-8297.557039449895,-7.330290499565
train,C5H8N2,rxn7028,reactant,15,-8292.604136094556,-8300.463891502162,-7.859755407606
train,C5H8N2,rxn7028,transition_state,15,-8287.528842006695,-8295.012860133780,-7.484018127085
train,C5H8N2,rxn7028,product,15,-8289.756247282556,-8297.752456081154,-7.996208798599
train,C5H8N2,rxn7029,reactant,15,-8292.604136094556,-8300.463891502162,-7.859755407606
train,C5H8N2,rxn7029,transition_state,15,-8288.582522366718,-8296.323890800544,-7.741368433826
train,C5H8N2,rxn7029,product,15,-8289.309267263614,-8297.212262827807,-7.902995564193
train,C5H8N2,rxn7030,reactant,15,-8292.604136094556,-8300.463891502162,-7.859755407606
train,C5H8N2,rxn7030,transition_state,15,-8288.413670453918,-8295.557554614115,-7.143884160198
train,C5H8N2,rxn7030,product,15,-8289.188165368631,-8297.150078867693,-7.961913499063
train,C5H8N2,rxn7031,reactant,15,-8292.604136094556,-8300.463891502162,-7.859755407606
train,C5H8N2,rxn7031,transition_state,15,-8287.997756327353,-8296.830299584424,-8.832543257071
train,C5H8N2,rxn7031,product,15,-8292.005914569194,-8300.097552752073,-8.091638182879
train,C5H8N2,rxn7032,reactant,15,-8292.604136098447,-8300.463891501506,-7.859755403058
train,C5H8N2,rxn7032,transition_state,15,-8287.696540237792,-8295.972406368457,-8.275866130665
train,C5H8N2,rxn7032,product,15,-8291.287504218553,-8299.241828733086,-7.954324514532
train,C5H8N2,rxn7033,reactant,15,-8292.604136098447,-8300.463891501506,-7.859755403058
train,C5H8N2,rxn7033,transition_state,15,-8287.618141191469,-8295.046757721240,-7.428616529771
train,C5H8N2,rxn7033,product,15,-8290.241556811028,-8298.042883420669,-7.801326609640
train,C5H8N2,rxn7034,reactant,15,-8292.604136094556,-8300.463891502162,-7.859755407606
train,C5H8N2,rxn7034,transition_state,15,-8288.035972798038,-8295.679969123428,-7.643996325391
train,C5H8N2,rxn7034,product,15,-8288.990751067784,-8297.243103756799,-8.252352689015
train,C5H8N2,rxn7035,reactant,15,-8292.604136094556,-8300.463891502162,-7.859755407606
train,C5H8N2,rxn7035,transition_state,15,-8288.400093847047,-8297.112690923257,-8.712597076210
train,C5H8N2,rxn7035,product,15,-8290.490991755720,-8298.574062763844,-8.083071008125
train,C5H8N2,rxn7036,reactant,15,-8292.604136094556,-8300.463891502162,-7.859755407606
train,C5H8N2,rxn7036,transition_state,15,-8287.849035437121,-8295.709025244438,-7.859989807317
train,C5H8N2,rxn7036,product,15,-8290.408194513211,-8298.247900506212,-7.839705993001
train,C5H8N2,rxn7037,reactant,15,-8292.604136094556,-8300.463891502162,-7.859755407606
train,C5H8N2,rxn7037,transition_state,15,-8286.514898015010,-8294.263082582733,-7.748184567723
train,C5H8N2,rxn7037,product,15,-8288.919963451557,-8296.720636367085,-7.800672915528
train,C5H8N2,rxn7038,reactant,15,-8292.604136098447,-8300.463891501506,-7.859755403058
train,C5H8N2,rxn7038,transition_state,15,-8287.794946566275,-8295.245572428534,-7.450625862259
train,C5H8N2,rxn7038,product,15,-8288.022455835069,-8296.734438938267,-8.711983103198
train,C5H8N2,rxn7039,reactant,15,-8292.604136098447,-8300.463891501506,-7.859755403058
train,C5H8N2,rxn7039,transition_state,15,-8288.929057063615,-8296.708794051778,-7.779736988163
train,C5H8N2,rxn7039,product,15,-8288.974915858838,-8296.737889563705,-7.762973704866
train,C5H8N2,rxn7040,reactant,15,-8292.604136094556,-8300.463891502162,-7.859755407606
train,C5H8N2,rxn7040,transition_state,15,-8288.426916307915,-8295.758923715801,-7.332007407886
train,C5H8N2,rxn7040,product,15,-8289.759324183147,-8297.682678817115,-7.923354633967
train,C5H8N2,rxn7463,reactant,15,-8291.575649536477,-8299.378638106453,-7.802988569976
train,C5H8N2,rxn7463,transition_state,15,-8286.585699423846,-8294.547921179697,-7.962221755852
train,C5H8N2,rxn7463,product,15,-8288.912678780984,-8296.434026346795,-7.521347565811
train,C5H8N2,rxn7464,reactant,15,-8291.575649543824,-8299.378638105456,-7.802988561632
train,C5H8N2,rxn7464,transition_state,15,-8286.574494611996,-8294.585446186182,-8.010951574186
train,C5H8N2,rxn7464,product,15,-8290.436403312726,-8298.556301704944,-8.119898392219
train,C5H8N2,rxn7465,reactant,15,-8291.575649536477,-8299.378638106453,-7.802988569976
train,C5H8N2,rxn7465,transition_state,15,-8287.855319859565,-8295.335772071163,-7.480452211597
train,C5H8N2,rxn7465,product,15,-8289.118023712992,-8296.540183542898,-7.422159829906
train,C5H8N2,rxn7466,reactant,15,-8291.575649536477,-8299.378638106453,-7.802988569976
train,C5H8N2,rxn7466,transition_state,15,-8286.551914112842,-8294.240674780718,-7.688760667876
train,C5H8N2,rxn7466,product,15,-8289.873365198020,-8297.681283628574,-7.807918430553
train,C5H8N2,rxn7467,reactant,15,-8291.575649536477,-8299.378638106453,-7.802988569976
train,C5H8N2,rxn7467,transition_state,15,-8285.102581495859,-8293.414566134779,-8.311984638920
train,C5H8N2,rxn7467,product,15,-8287.331875136819,-8295.926195148382,-8.594320011563
train,C5H8N2,rxn7468,reactant,15,-8291.575649543824,-8299.378638105456,-7.802988561632
train,C5H8N2,rxn7468,transition_state,15,-8288.881962910786,-8296.601641238758,-7.719678327972
train,C5H8N2,rxn7468,product,15,-8290.677645035428,-8298.407333429524,-7.729688394096
train,C5H8N2,rxn7469,reactant,15,-8291.575649543824,-8299.378638105456,-7.802988561632
train,C5H8N2,rxn7469,transition_state,15,-8287.378915193005,-8293.839177297416,-6.460262104411
train,C5H8N2,rxn7469,product,15,-8287.838366760459,-8295.000370347481,-7.162003587022
train,C5H8N2,rxn7470,reactant,15,-8291.575649543824,-8299.378638105456,-7.802988561632
train,C5H8N2,rxn7470,transition_state,15,-8287.549719405199,-8294.287917505249,-6.738198100051
train,C5H8N2,rxn7470,product,15,-8288.199115808389,-8295.443829944974,-7.244714136585
train,C5H8N2,rxn7471,reactant,15,-8291.575649543824,-8299.378638105456,-7.802988561632
train,C5H8N2,rxn7471,transition_state,15,-8287.908625701089,-8295.983598368031,-8.074972666942
train,C5H8N2,rxn7471,product,15,-8288.372594997929,-8296.617724856371,-8.245129858442
train,C5H8N2,rxn7472,reactant,15,-8291.575649536477,-8299.378638106453,-7.802988569976
train,C5H8N2,rxn7472,transition_state,15,-8289.499207173845,-8296.962662512584,-7.463455338739
train,C5H8N2,rxn7472,product,15,-8290.806313853887,-8298.383314092593,-7.577000238705
train,C5H8N2,rxn7473,reactant,15,-8291.575649536477,-8299.378638106453,-7.802988569976
train,C5H8N2,rxn7473,transition_state,15,-8287.261794264095,-8295.342695152432,-8.080900888337
train,C5H8N2,rxn7473,product,15,-8289.874189069427,-8297.397624672809,-7.523435603382
train,C5H8N2,rxn7474,reactant,15,-8291.575649543824,-8299.378638105456,-7.802988561632
train,C5H8N2,rxn7474,transition_state,15,-8286.631968656242,-8294.101606120825,-7.469637464583
train,C5H8N2,rxn7474,product,15,-8288.385546579126,-8295.849371950424,-7.463825371298
train,C5H8N2,rxn7860,reactant,15,-8292.724467590246,-8300.998322253692,-8.273854663446
train,C5H8N2,rxn7860,transition_state,15,-8288.877940821041,-8296.444146831573,-7.566206010531
train,C5H8N2,rxn7860,product,15,-8290.360431151963,-8298.249005353782,-7.888574201819
train,C5H8N2,rxn7861,reactant,15,-8292.724467591008,-8300.998322252133,-8.273854661125
train,C5H8N2,rxn7861,transition_state,15,-8288.572527677232,-8296.790647687827,-8.218120010595
train,C5H8N2,rxn7861,product,15,-8289.135194520031,-8297.004837527358,-7.869643007327
train,C5H8N2,rxn7862,reactant,15,-8292.724467590246,-8300.998322253690,-8.273854663445
train,C5H8N2,rxn7862,transition_state,15,-8288.025659779580,-8296.153676518126,-8.128016738547
train,C5H8N2,rxn7862,product,15,-8291.044005175569,-8299.343593052477,-8.299587876909
train,C5H8N2,rxn7863,reactant,15,-8292.724467590246,-8300.998322253692,-8.273854663446
train,C5H8N2,rxn7863,transition_state,15,-8286.765324793905,-8293.633058458377,-6.867733664472
train,C5H8N2,rxn7863,product,15,-8289.214395239635,-8295.829297352224,-6.614902112589
train,C5H8N2,rxn7864,reactant,15,-8292.724467591008,-8300.998322252133,-8.273854661125
train,C5H8N2,rxn7864,transition_state,15,-8288.997171703706,-8297.197976959380,-8.200805255674
train,C5H8N2,rxn7864,product,15,-8289.248993658419,-8297.978936690664,-8.729943032246
train,C5H8N2,rxn7865,reactant,15,-8292.724467590246,-8300.998322253692,-8.273854663446
train,C5H8N2,rxn7865,transition_state,15,-8287.931407813945,-8296.327699278199,-8.396291464254
train,C5H8N2,rxn7865,product,15,-8289.609360507087,-8298.595434287952,-8.986073780865
train,C5H8N2,rxn7866,reactant,15,-8292.724467591008,-8300.998322252133,-8.273854661125
train,C5H8N2,rxn7866,transition_state,15,-8288.527066518671,-8296.674870794704,-8.147804276034
train,C5H8N2,rxn7866,product,15,-8291.994608102732,-8300.354108288238,-8.359500185506
train,C5H8N2,rxn7867,reactant,15,-8292.724467591008,-8300.998322252133,-8.273854661125
train,C5H8N2,rxn7867,transition_state,15,-8288.799152175510,-8297.299164263490,-8.500012087979
train,C5H8N2,rxn7867,product,15,-8289.883815888703,-8298.108253210989,-8.224437322286
train,C5H8N2,rxn7868,reactant,15,-8292.724467590246,-8300.998322253692,-8.273854663446
train,C5H8N2,rxn7868,transition_state,15,-8286.403447120894,-8292.789681470618,-6.386234349724
train,C5H8N2,rxn7868,product,15,-8289.630747153074,-8296.298467265658,-6.667720112584
train,C5H8N2,rxn7869,reactant,15,-8292.724467590246,-8300.998322253692,-8.273854663446
train,C5H8N2,rxn7869,transition_state,15,-8285.266634625004,-8294.021225182176,-8.754590557171
train,C5H8N2,rxn7869,product,15,-8290.584017067065,-8298.798283524509,-8.214266457444
train,C5H8N2,rxn7870,reactant,15,-8292.724467591008,-8300.998322252133,-8.273854661125
train,C5H8N2,rxn7870,transition_state,15,-8289.277836329156,-8297.624270204320,-8.346433875164
train,C5H8N2,rxn7870,product,15,-8292.470694792519,-8300.655518130980,-8.184823338461
train,C5H8N2,rxn7871,reactant,15,-8292.724467591008,-8300.998322252133,-8.273854661125
train,C5H8N2,rxn7871,transition_state,15,-8290.012184922831,-8297.097274840631,-7.085089917800
train,C5H8N2,rxn7871,product,15,-8290.528593457300,-8297.642618026091,-7.114024568791
train,C5H8N2,rxn7872,reactant,15,-8292.724467591008,-8300.998322252130,-8.273854661122
train,C5H8N2,rxn7872,transition_state,15,-8287.222982168338,-8295.409960960418,-8.186978792080
train,C5H8N2,rxn7872,product,15,-8289.015801662406,-8296.567391187860,-7.551589525454
train,C5H8N2,rxn7873,reactant,15,-8292.724467591008,-8300.998322252133,-8.273854661125
train,C5H8N2,rxn7873,transition_state,15,-8290.518655479227,-8297.794550702498,-7.275895223271
train,C5H8N2,rxn7873,product,15,-8291.957581158933,-8300.085015356610,-8.127434197677
train,C5H8N2,rxn7874,reactant,15,-8292.724467591008,-8300.998322252133,-8.273854661125
train,C5H8N2,rxn7874,transition_state,15,-8290.757525363970,-8298.314286610832,-7.556761246862
train,C5H8N2,rxn7874,product,15,-8292.690240785198,-8300.781925883335,-8.091685098138
train,C5H8N2,rxn7875,reactant,15,-8292.724467591008,-8300.998322252133,-8.273854661125
train,C5H8N2,rxn7875,transition_state,15,-8290.317588513515,-8298.338779724807,-8.021191211292
train,C5H8N2,rxn7875,product,15,-8291.015273417026,-8299.583274720713,-8.568001303687
train,C5H8N2,rxn7876,reactant,15,-8292.724467591008,-8300.998322252133,-8.273854661125
train,C5H8N2,rxn7876,transition_state,15,-8289.391826741032,-8296.879708119906,-7.487881378875
train,C5H8N2,rxn7876,product,15,-8289.712643559138,-8297.527365163720,-7.814721604582
train,C5H8N2,rxn7877,reactant,15,-8292.724467591008,-8300.998322252130,-8.273854661122
train,C5H8N2,rxn7877,transition_state,15,-8286.925087936261,-8295.168424321622,-8.243336385362
train,C5H8N2,rxn7877,product,15,-8289.603214225855,-8298.113781234362,-8.510567008507
train,C5H8N2,rxn7878,reactant,15,-8292.724467590246,-8300.998322253692,-8.273854663446
train,C5H8N2,rxn7878,transition_state,15,-8288.526648693662,-8295.912817191622,-7.386168497960
train,C5H8N2,rxn7878,product,15,-8292.568871395761,-8300.692301058072,-8.123429662312
train,C5H8N2,rxn8308,reactant,15,-8292.650596344078,-8301.004939787128,-8.354343443050
train,C5H8N2,rxn8308,transition_state,15,-8290.683521777841,-8298.205366189803,-7.521844411962
train,C5H8N2,rxn8308,product,15,-8292.545775170256,-8300.650405016271,-8.104629846015
train,C5H8N2,rxn8309,reactant,15,-8292.650596344078,-8301.004939787128,-8.354343443050
train,C5H8N2,rxn8309,transition_state,15,-8286.145746389120,-8292.719057532526,-6.573311143406
train,C5H8N2,rxn8309,product,15,-8287.491508357050,-8293.946147137747,-6.454638780697
train,C5H8N2,rxn8310,reactant,15,-8292.650596344078,-8301.004939787128,-8.354343443050
train,C5H8N2,rxn8310,transition_state,15,-8289.931174152987,-8296.841574557671,-6.910400404684
train,C5H8N2,rxn8310,product,15,-8290.275665147825,-8297.267405029937,-6.991739882113
train,C5H8N2,rxn8311,reactant,15,-8292.650596344078,-8301.004939787128,-8.354343443050
train,C5H8N2,rxn8311,transition_state,15,-8289.434685627506,-8297.118193150600,-7.683507523094
train,C5H8N2,rxn8311,product,15,-8289.807603565661,-8297.722106902331,-7.914503336669
train,C5H8N2,rxn8312,reactant,15,-8292.650596344078,-8301.004939787128,-8.354343443050
